qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3,q1_time,q2_time,q3_time
767,54,3,3,10,3,1:35.105,1:34.563,1:34.626,95105,94563,94626
768,54,30,6,5,4,1:35.810,1:34.574,1:34.668,95810,94574,94668
769,54,17,3,9,5,1:35.252,1:34.279,1:34.672,95252,94279,94672
770,54,31,1,4,6,1:34.536,1:34.568,1:34.916,94536,94568,94916
771,54,8,1,3,7,1:34.667,1:34.351,1:34.983,94667,94351,94983
772,54,4,4,1,8,1:35.514,1:33.997,1:35.747,95514,93997,95747
773,54,32,9,15,9,1:35.171,1:34.537,1:38.715,95171,94537,98715
787,55,18,11,12,1,1:28.081,1:26.337,1:25.229,88081,86337,85229
788,55,21,4,2,2,1:27.765,1:26.196,1:25.635,87765,86196,85635
789,55,4,4,1,3,1:28.569,1:25.729,1:25.778,88569,85729,85778
790,55,8,1,3,4,1:27.193,1:26.161,1:25.822,87193,86161,85822
791,55,31,1,4,5,1:27.079,1:25.902,1:25.976,87079,85902,85976
792,55,23,7,7,6,1:28.007,1:26.596,1:26.612,88007,86596,86612
793,55,17,3,9,7,1:27.669,1:26.075,1:26.937,87669,86075,86937
794,55,2,2,16,8,1:27.796,1:26.014,1:27.579,87796,86014,87579
795,55,35,2,17,9,1:28.460,1:26.714,1:29.239,88460,86714,89239
809,56,30,6,5,1,1:24.598,1:22.579,1:22.795,84598,82579,82795
810,56,18,11,12,2,1:24.480,1:23.749,1:22.988,84480,83749,82988
811,56,22,11,11,3,1:24.727,1:23.760,1:23.242,84727,83760,83242
812,56,13,6,6,4,1:24.884,1:23.595,1:23.702,84884,83595,83702
813,56,4,4,1,5,1:23.536,1:23.743,1:23.709,83536,83743,83709
814,56,23,7,7,6,1:24.370,1:23.565,1:23.772,84370,83565,83772
815,56,31,1,4,7,1:24.960,1:23.760,1:24.021,84960,83760,84021
816,56,8,1,3,8,1:24.259,1:23.190,1:24.158,84259,83190,84158
817,56,15,7,8,9,1:24.446,1:23.727,1:24.172,84446,83727,84172
818,56,17,3,9,10,1:24.992,1:23.718,1:24.795,84992,83718,84795
831,57,4,4,1,1,1:31.138,1:30.336,1:29.816,91138,90336,89816
832,57,30,6,5,2,1:31.235,1:30.013,1:30.028,91235,90013,90028
833,57,13,6,6,3,1:31.921,1:30.732,1:30.407,91921,90732,90407
834,57,22,11,11,4,1:31.671,1:30.469,1:30.754,91671,90469,90754
835,57,8,1,3,5,1:31.263,1:30.203,1:30.933,91263,90203,90933
836,57,18,11,12,6,1:31.420,1:30.755,1:30.940,91420,90755,90940
837,57,15,7,8,7,1:31.809,1:30.733,1:31.419,91809,90733,91419
838,57,35,2,17,8,1:31.545,1:30.865,1:31.542,91545,90865,91542
839,57,31,1,4,9,1:31.774,1:30.671,1:31.880,91774,90671,91880
840,57,17,3,9,10,1:31.712,1:30.892,1:33.405,91712,90892,93405
853,58,4,4,1,1,1:15.816,1:15.124,1:14.648,75816,75124,74648
854,58,21,4,2,2,1:16.046,1:14.766,1:14.709,76046,74766,74709
855,58,30,6,5,3,1:16.049,1:14.637,1:14.970,76049,74637,74970
856,58,13,6,6,4,1:16.359,1:15.245,1:15.442,76359,75245,75442
857,58,22,11,11,5,1:16.266,1:15.258,1:15.885,76266,75258,75885
858,58,23,7,7,6,1:16.234,1:15.164,1:15.885,76234,75164,75885
859,58,15,7,8,7,1:16.174,1:15.068,1:15.976,76174,75068,75976
860,58,18,11,12,8,1:16.054,1:15.150,1:16.008,76054,75150,76008
861,58,8,1,3,9,1:16.613,1:15.422,1:16.015,76613,75422,76015
862,58,2,2,16,10,1:16.322,1:15.468,1:17.144,76322,75468,77144
875,59,4,4,1,1,1:14.232,1:13.622,1:13.962,74232,73622,73962
876,59,17,3,9,2,1:14.305,1:13.728,1:14.082,74305,73728,74082
877,59,8,1,3,3,1:13.887,1:13.532,1:14.140,73887,73532,74140
878,59,31,1,4,4,1:14.483,1:14.295,1:14.664,74483,74295,74664
879,59,22,11,11,5,1:14.766,1:14.312,1:15.804,74766,74312,75804
880,59,15,7,8,6,1:14.883,1:14.211,1:15.857,74883,74211,75857
881,59,14,9,14,7,1:15.090,1:13.687,1:16.426,75090,73687,76426
882,59,3,3,10,8,1:14.888,1:13.909,1:16.636,74888,73909,76636
883,59,21,4,2,9,1:14.614,1:13.647,1:17.260,74614,73647,77260
897,60,4,4,1,1,1:21.018,1:20.271,1:20.253,81018,80271,80253
898,60,8,1,3,2,1:21.648,1:20.497,1:20.397,81648,80497,80397
899,60,30,6,5,3,1:22.096,1:20.659,1:20.574,82096,80659,80574
900,60,13,6,6,4,1:21.647,1:20.846,1:20.764,81647,80846,80764
901,60,21,4,2,5,1:22.411,1:20.594,1:20.919,82411,80594,80919
902,60,22,11,11,6,1:22.965,1:20.929,1:20.943,82965,80929,80943
903,60,23,7,7,7,1:22.886,1:21.043,1:21.073,82886,81043,81073
904,60,31,1,4,8,1:22.169,1:20.816,1:21.107,82169,80816,81107
905,60,2,2,16,9,1:21.670,1:20.629,1:21.329,81670,80629,81329
906,60,35,2,17,10,1:21.637,1:20.672,1:21.599,81637,80672,81599
919,61,4,4,1,1,1:15.350,1:14.726,1:14.942,75350,74726,74942
920,61,21,4,2,2,1:15.917,1:15.295,1:15.178,75917,75295,75178
921,61,8,1,3,3,1:15.376,1:15.273,1:15.386,75376,75273,75386
922,61,15,7,8,4,1:16.455,1:15.506,1:15.968,76455,75506,75968
923,61,30,6,5,5,1:15.716,1:15.139,1:15.986,75716,75139,75986
924,61,3,3,10,6,1:16.404,1:15.269,1:16.012,76404,75269,76012
925,61,31,1,4,7,1:16.251,1:15.253,1:16.228,76251,75253,76228
926,61,18,11,12,8,1:16.594,1:15.814,1:16.608,76594,75814,76608
927,61,22,11,11,9,1:16.735,1:15.601,1:16.912,76735,75601,76912
928,61,13,6,6,10,1:16.259,1:15.555,1:17.209,76259,75555,77209
941,62,30,6,5,1,1:11.588,1:10.636,1:10.832,71588,70636,70832
942,62,13,6,6,2,1:11.088,1:11.146,1:11.435,71088,71146,71435
943,62,21,4,2,3,1:12.287,1:11.200,1:11.920,72287,71200,71920
944,62,22,11,11,4,1:12.156,1:11.263,1:12.109,72156,71263,72109
945,62,4,4,1,5,1:12.416,1:11.877,1:12.449,72416,71877,72449
946,62,35,2,17,6,1:12.114,1:11.724,1:12.479,72114,71724,72479
947,62,18,11,12,7,1:12.238,1:11.865,1:12.523,72238,71865,72523
948,62,23,7,7,8,1:11.879,1:11.673,1:12.795,71879,71673,72795
949,62,8,1,3,9,1:12.777,1:12.135,1:13.174,72777,72135,73174
950,62,2,2,16,10,1:11.891,1:11.718,1:15.280,71891,71718,75280
963,63,30,6,5,1,1:15.865,1:15.111,1:15.493,75865,75111,75493
964,63,13,6,6,2,1:16.277,1:15.679,1:15.510,76277,75679,75510
965,63,4,4,1,3,1:16.328,1:15.706,1:15.785,76328,75706,75785
966,63,15,7,8,4,1:15.550,1:15.776,1:16.036,75550,75776,76036
967,63,23,7,7,5,1:15.949,1:15.625,1:16.091,75949,75625,76091
968,63,8,1,3,6,1:16.154,1:15.742,1:16.281,76154,75742,76281
969,63,21,4,2,7,1:16.825,1:15.901,1:16.345,76825,75901,76345
970,63,37,1,4,8,1:16.679,1:15.902,1:16.632,76679,75902,76632
971,63,3,3,10,9,1:16.534,1:15.926,1:18.272,76534,75926,78272
972,63,14,9,14,10,1:16.350,1:15.974,1:18.663,76350,75974,78663
985,64,8,1,3,1,1:15.214,1:14.410,1:14.070,75214,74410,74070
986,64,30,6,5,2,1:14.904,1:13.778,1:14.205,74904,73778,74205
987,64,13,6,6,3,1:14.412,1:14.094,1:14.569,74412,74094,74569
988,64,18,11,12,4,1:15.869,1:14.378,1:14.862,75869,74378,74862
989,64,21,4,2,5,1:15.916,1:14.540,1:14.894,75916,74540,74894
990,64,22,11,11,6,1:15.757,1:14.652,1:14.934,75757,74652,74934
991,64,4,4,1,7,1:15.518,1:14.746,1:15.282,75518,74746,75282
992,64,23,7,7,8,1:15.789,1:14.743,1:15.923,75789,74743,75923
993,64,37,1,4,9,1:15.655,1:15.021,1:15.936,75655,75021,75936
994,64,14,9,14,10,1:15.836,1:14.826,1:16.326,75836,74826,76326
1007,65,8,1,3,1,1:20.080,1:19.704,1:19.599,80080,79704,79599
1008,65,13,6,6,2,1:19.742,1:19.504,1:19.886,79742,79504,79886
1009,65,22,11,11,3,1:21.141,1:19.783,1:20.085,81141,79783,80085
1010,65,18,11,12,4,1:20.820,1:19.943,1:20.092,80820,79943,80092
1011,65,37,1,4,5,1:21.288,1:19.991,1:20.117,81288,79991,80117
1012,65,17,3,9,6,1:21.335,1:20.047,1:20.266,81335,80047,80266
1013,65,23,7,7,7,1:21.112,1:20.243,1:20.759,81112,80243,80759
1014,65,21,4,2,8,1:21.370,1:20.154,1:20.924,81370,80154,80924
1015,65,15,7,8,9,1:21.434,1:20.231,1:21.132,81434,80231,81132
1016,65,9,2,17,10,1:20.891,1:20.256,1:22.049,80891,80256,82049
1029,66,13,6,6,1,1:27.306,1:27.059,1:26.907,87306,87059,86907
1030,66,30,6,5,2,1:27.385,1:25.850,1:27.284,87385,85850,87284
1031,66,4,4,1,3,1:27.861,1:26.917,1:27.321,87861,86917,87321
1032,66,21,4,2,4,1:28.175,1:27.346,1:27.564,88175,87346,87564
1033,66,23,7,7,5,1:27.668,1:27.062,1:27.569,87668,87062,87569
1034,66,2,2,16,6,1:28.200,1:27.251,1:27.785,88200,87251,87785
1035,66,18,11,12,7,1:28.222,1:26.872,1:27.790,88222,86872,87790
1036,66,8,1,3,8,1:28.236,1:27.202,1:27.866,88236,87202,87866
1037,66,9,2,17,9,1:28.212,1:27.405,1:28.167,88212,87405,88167
1038,66,17,3,9,10,1:28.307,1:27.608,1:29.436,88307,87608,89436
1051,67,8,1,3,1,1:21.994,1:21.349,1:21.484,81994,81349,81484
1052,67,30,6,5,2,1:21.711,1:21.353,1:21.486,81711,81353,81486
1053,67,2,2,16,3,1:21.764,1:21.425,1:21.653,81764,81425,81653
1054,67,13,6,6,4,1:22.028,1:21.225,1:21.704,82028,81225,81704
1055,67,18,11,12,5,1:22.512,1:21.572,1:22.011,82512,81572,82011
1056,67,9,2,17,6,1:22.437,1:21.270,1:22.258,82437,81270,82258
1057,67,37,1,4,7,1:22.422,1:21.878,1:22.280,82422,81878,82280
1058,67,22,11,11,8,1:22.640,1:21.688,1:22.787,82640,81688,82787
1059,67,21,4,2,9,1:22.486,1:21.722,1:23.175,82486,81722,83175
1060,67,4,4,1,10,1:21.747,1:21.526,1:25.688,81747,81526,85688
1073,68,4,4,1,1,1:44.128,1:43.951,1:44.360,104128,103951,104360
1074,68,21,4,2,2,1:44.378,1:44.336,1:44.992,104378,104336,104992
1075,68,22,11,11,3,1:47.072,1:45.228,1:45.503,107072,105228,105503
1076,68,18,11,12,4,1:45.809,1:44.662,1:45.503,105809,104662,105503
1077,68,8,1,3,5,1:44.909,1:45.622,1:45.754,104909,105622,105754
1078,68,30,6,5,6,1:47.366,1:45.660,1:45.775,107366,105660,105775
1079,68,37,1,4,7,1:44.808,1:45.095,1:45.877,104808,105095,105877
1080,68,2,2,16,8,1:46.249,1:45.055,1:46.053,106249,105055,106053
1081,68,9,2,17,9,1:46.049,1:45.576,1:46.632,106049,105576,106632
1082,68,38,9,15,10,1:46.387,1:45.747,1:48.021,106387,105747,108021
1095,69,13,6,6,1,1:30.112,1:29.830,1:29.599,90112,89830,89599
1096,69,30,6,5,2,1:31.279,1:28.954,1:29.711,91279,88954,89711
1097,69,23,7,7,3,1:30.595,1:30.299,1:29.989,90595,90299,89989
1098,69,15,7,8,4,1:30.420,1:30.204,1:30.039,90420,90204,90039
1099,69,4,4,1,5,1:30.976,1:30.357,1:30.371,90976,90357,90371
1100,69,21,4,2,6,1:31.696,1:30.306,1:30.599,91696,90306,90599
1101,69,18,11,12,7,1:30.847,1:30.268,1:30.992,90847,90268,90992
1102,69,22,11,11,8,1:31.972,1:30.598,1:31.478,91972,90598,91478
1103,69,2,2,16,9,1:31.811,1:30.470,1:31.513,91811,90470,91513
1104,69,3,3,10,10,1:30.585,1:30.321,1:31.856,90585,90321,91856
1117,70,13,6,6,1,1:10.643,1:10.775,1:10.680,70643,70775,70680
1118,70,8,1,3,2,1:12.035,1:11.386,1:11.299,72035,71386,71299
1119,70,15,7,8,3,1:11.885,1:11.343,1:11.328,71885,71343,71328
1120,70,4,4,1,4,1:11.791,1:11.148,1:11.567,71791,71148,71567
1121,70,22,11,11,5,1:12.017,1:11.578,1:11.619,72017,71578,71619
1122,70,21,4,2,6,1:12.042,1:11.461,1:11.629,72042,71461,71629
1123,70,23,7,7,7,1:11.713,1:11.550,1:11.695,71713,71550,71695
1124,70,2,2,16,8,1:12.307,1:11.648,1:11.882,72307,71648,71882
1125,70,9,2,17,9,1:12.040,1:11.589,1:12.131,72040,71589,72131
2986,1,18,23,22,1,1:25.211,1:24.855,1:26.202,85211,84855,86202
2987,1,22,23,23,2,1:25.006,1:24.783,1:26.505,85006,84783,86505
2988,1,20,9,15,3,1:25.938,1:25.121,1:26.830,85938,85121,86830
2989,1,9,2,5,4,1:25.922,1:25.152,1:26.914,85922,85152,86914
2990,1,3,3,16,5,1:25.846,1:25.123,1:26.973,85846,85123,86973
2991,1,10,7,10,6,1:25.499,1:25.281,1:26.975,85499,85281,86975
2992,1,13,6,3,7,1:25.844,1:25.319,1:27.033,85844,85319,87033
2993,1,15,7,9,8,1:26.194,1:25.265,1:27.127,86194,85265,87127
2994,1,8,6,4,9,1:25.899,1:25.380,1:27.163,85899,85380,87163
2995,1,17,9,14,10,1:25.427,1:25.241,1:27.246,85427,85241,87246
3006,2,18,23,22,1,1:35.058,1:33.784,1:35.181,95058,93784,95181
3007,2,15,7,9,2,1:34.745,1:33.990,1:35.273,94745,93990,95273
3008,2,20,9,15,3,1:34.935,1:34.276,1:35.518,94935,94276,95518
3009,2,22,23,23,4,1:34.681,1:34.387,1:35.651,94681,94387,95651
3010,2,10,7,10,5,1:34.907,1:34.258,1:35.690,94907,94258,95690
3011,2,3,3,16,6,1:35.083,1:34.547,1:35.750,95083,94547,95750
3012,2,17,9,14,7,1:35.027,1:34.222,1:35.797,95027,94222,95797
3013,2,9,2,5,8,1:35.166,1:34.562,1:36.106,95166,94562,96106
3014,2,8,6,4,9,1:35.476,1:34.456,1:36.170,95476,94456,96170
3015,2,4,4,7,10,1:35.260,1:34.706,1:37.659,95260,94706,97659
3026,3,20,9,15,1,1:36.565,1:35.130,1:36.184,96565,95130,96184
3027,3,4,4,7,2,1:36.443,1:35.803,1:36.381,96443,95803,96381
3028,3,17,9,14,3,1:35.751,1:35.173,1:36.466,95751,95173,96466
3029,3,22,23,23,4,1:35.701,1:35.503,1:36.493,95701,95503,96493
3030,3,18,23,22,5,1:35.533,1:35.556,1:36.532,95533,95556,96532
3031,3,15,7,9,6,1:36.308,1:35.645,1:36.835,96308,95645,96835
3032,3,3,3,16,7,1:35.941,1:35.809,1:37.397,95941,95809,97397
3033,3,8,6,4,8,1:36.137,1:35.856,1:38.089,96137,95856,98089
3034,3,1,1,1,9,1:35.776,1:35.740,1:38.595,95776,95740,98595
3035,3,67,5,12,10,1:36.284,1:35.965,1:39.321,96284,95965,99321
3046,4,15,7,9,1,1:32.799,1:32.671,1:33.431,92799,92671,93431
3047,4,10,7,10,2,1:33.165,1:32.613,1:33.712,93165,92613,93712
3048,4,20,9,15,3,1:32.680,1:32.474,1:34.015,92680,92474,94015
3049,4,18,23,22,4,1:32.978,1:32.842,1:34.044,92978,92842,94044
3050,4,1,1,1,5,1:32.851,1:32.877,1:34.196,92851,92877,94196
3051,4,22,23,23,6,1:33.116,1:32.842,1:34.239,93116,92842,94239
3052,4,4,4,7,7,1:33.627,1:32.860,1:34.578,93627,92860,94578
3053,4,13,6,3,8,1:33.297,1:33.014,1:34.818,93297,93014,94818
3054,4,3,3,16,9,1:33.672,1:33.166,1:35.134,93672,93166,95134
3055,4,8,6,4,10,1:33.117,1:32.827,1:35.380,93117,92827,95380
3066,5,18,23,22,1,1:20.707,1:20.192,1:20.527,80707,80192,80527
3067,5,20,9,15,2,1:20.715,1:20.220,1:20.660,80715,80220,80660
3068,5,22,23,23,3,1:20.808,1:19.954,1:20.762,80808,79954,80762
3069,5,13,6,3,4,1:20.484,1:20.149,1:20.934,80484,80149,80934
3070,5,17,9,14,5,1:20.689,1:20.007,1:21.049,80689,80007,81049
3071,5,10,7,10,6,1:20.877,1:20.107,1:21.247,80877,80107,81247
3072,5,15,7,9,7,1:21.189,1:20.420,1:21.254,81189,80420,81254
3073,5,4,4,7,8,1:21.186,1:20.509,1:21.392,81186,80509,81392
3074,5,3,3,16,9,1:20.745,1:20.256,1:22.558,80745,80256,82558
3075,5,9,2,5,10,1:20.931,1:20.408,1:22.685,80931,80408,82685
3086,6,18,23,22,1,1:15.210,1:15.016,1:14.902,75210,75016,74902
3087,6,8,6,4,2,1:15.746,1:14.514,1:14.927,75746,74514,74927
3088,6,22,23,23,3,1:15.425,1:14.829,1:15.077,75425,74829,75077
3089,6,20,9,15,4,1:15.915,1:14.879,1:15.271,75915,74879,75271
3090,6,13,6,3,5,1:15.340,1:15.001,1:15.437,75340,75001,75437
3091,6,3,3,16,6,1:15.094,1:14.846,1:15.455,75094,74846,75455
3092,6,5,1,2,7,1:15.495,1:14.809,1:15.516,75495,74809,75516
3093,6,17,9,14,8,1:15.260,1:14.825,1:15.653,75260,74825,75653
3094,6,4,4,7,9,1:15.898,1:15.200,1:16.009,75898,75200,76009
3095,6,6,3,17,10,1:15.930,1:15.579,1:17.344,75930,75579,77344
3106,7,20,9,15,1,1:27.330,1:27.016,1:28.316,87330,87016,88316
3107,7,18,23,22,2,1:27.355,1:27.230,1:28.421,87355,87230,88421
3108,7,22,23,23,3,1:27.371,1:27.418,1:28.579,87371,87418,88579
3109,7,17,9,14,4,1:27.466,1:27.416,1:28.613,87466,87416,88613
3110,7,15,7,9,5,1:27.529,1:27.195,1:28.666,87529,87195,88666
3111,7,8,6,4,6,1:27.556,1:27.387,1:28.815,87556,87387,88815
3112,7,13,6,3,7,1:27.508,1:27.349,1:28.858,87508,87349,88858
3113,7,4,4,7,8,1:27.988,1:27.473,1:29.075,87988,87473,89075
3114,7,3,3,16,9,1:27.517,1:27.418,1:29.191,87517,87418,89191
3115,7,9,2,5,10,1:27.788,1:27.455,1:29.357,87788,87455,89357
3126,8,20,9,15,1,1:18.685,1:18.119,1:19.509,78685,78119,79509
3127,8,22,23,23,2,1:19.325,1:18.335,1:19.856,79325,78335,79856
3128,8,17,9,14,3,1:18.674,1:18.209,1:19.868,78674,78209,79868
3129,8,15,7,9,4,1:18.886,1:18.240,1:20.091,78886,78240,80091
3130,8,6,3,17,5,1:18.530,1:18.575,1:20.216,78530,78575,80216
3131,8,18,23,22,6,1:18.957,1:18.663,1:20.289,78957,78663,80289
3132,8,3,3,16,7,1:19.228,1:18.591,1:20.361,79228,78591,80361
3133,8,10,7,10,8,1:19.198,1:18.791,1:20.490,79198,78791,80490
3134,8,8,6,4,9,1:19.010,1:18.566,1:20.715,79010,78566,80715
3135,8,4,4,7,10,1:19.167,1:18.761,1:20.741,79167,78761,80741
3146,9,17,9,14,1,1:31.257,1:38.038,1:32.230,91257,98038,92230
3147,9,22,23,23,2,1:31.482,1:34.455,1:32.357,91482,94455,92357
3148,9,18,23,22,3,1:31.568,1:39.032,1:32.473,91568,99032,92473
3149,9,20,9,15,4,1:31.430,1:39.504,1:32.480,91430,99504,92480
3150,9,1,1,1,5,1:31.473,1:39.149,1:32.616,91473,99149,92616
3151,9,5,1,2,6,1:31.881,1:40.826,1:33.859,91881,100826,93859
3152,9,16,10,20,7,1:32.015,1:36.740,1:34.316,92015,96740,94316
3153,9,13,6,3,8,1:31.600,1:41.708,1:34.574,91600,101708,94574
3154,9,8,6,4,9,1:31.869,1:41.730,1:34.710,91869,101730,94710
3155,9,12,4,8,10,1:32.128,1:35.737,1:34.803,92128,95737,94803
3166,10,4,4,7,1,1:21.313,1:20.826,1:21.569,81313,80826,81569
3167,10,20,9,15,2,1:21.178,1:20.604,1:21.607,81178,80604,81607
3168,10,17,9,14,3,1:20.964,1:20.358,1:21.741,80964,80358,81741
3169,10,1,1,1,4,1:20.842,1:20.465,1:21.839,80842,80465,81839
3170,10,3,3,16,5,1:20.793,1:20.862,1:21.890,80793,80862,81890
3171,10,5,1,2,6,1:21.659,1:20.807,1:22.095,81659,80807,82095
3172,10,8,6,4,7,1:21.500,1:20.647,1:22.468,81500,80647,82468
3173,10,18,23,22,8,1:21.471,1:20.707,1:22.511,81471,80707,82511
3174,10,6,3,17,9,1:21.407,1:20.570,1:22.835,81407,80570,82835
3186,11,1,1,1,1,1:38.649,1:38.182,1:39.489,98649,98182,99489
3187,11,5,1,2,2,1:38.816,1:38.230,1:39.532,98816,98230,99532
3188,11,22,23,23,3,1:39.019,1:38.076,1:39.563,99019,98076,99563
3189,11,20,9,15,4,1:39.295,1:38.273,1:39.789,99295,98273,99789
3190,11,18,23,22,5,1:38.531,1:38.601,1:39.821,98531,98601,99821
3191,11,8,6,4,6,1:38.843,1:38.782,1:40.144,98843,98782,100144
3192,11,3,3,16,7,1:39.039,1:38.346,1:40.185,99039,98346,100185
3193,11,4,4,7,8,1:39.155,1:38.717,1:40.236,99155,98717,100236
3194,11,17,9,14,9,1:38.983,1:38.625,1:40.239,98983,98625,100239
3195,11,9,2,5,10,1:38.806,1:38.747,1:40.512,98806,98747,100512
3206,12,21,10,21,1,1:45.102,1:44.667,1:46.308,105102,104667,106308
3207,12,15,7,9,2,1:45.140,1:44.503,1:46.395,105140,104503,106395
3208,12,2,2,6,3,1:45.566,1:44.709,1:46.500,105566,104709,106500
3209,12,22,23,23,4,1:45.237,1:44.834,1:46.513,105237,104834,106513
3210,12,9,2,5,5,1:45.655,1:44.557,1:46.586,105655,104557,106586
3211,12,8,6,4,6,1:45.579,1:44.953,1:46.633,105579,104953,106633
3212,12,10,7,10,7,1:45.450,1:44.877,1:46.677,105450,104877,106677
3213,12,20,9,15,8,1:45.372,1:44.592,1:46.761,105372,104592,106761
3214,12,17,9,14,9,1:45.350,1:44.924,1:46.788,105350,104924,106788
3215,12,3,3,16,10,1:45.486,1:45.047,1:47.362,105486,105047,107362
3226,13,1,1,1,1,1:23.375,1:22.973,1:24.066,83375,82973,84066
3227,13,16,10,20,2,1:23.576,1:23.070,1:24.261,83576,83070,84261
3228,13,8,6,4,3,1:23.349,1:23.426,1:24.523,83349,83426,84523
3229,13,5,1,2,4,1:23.515,1:23.528,1:24.845,83515,83528,84845
3230,13,22,23,23,5,1:23.483,1:22.976,1:25.015,83483,82976,85015
3231,13,18,23,22,6,1:23.403,1:22.955,1:25.030,83403,82955,85030
3232,13,24,10,21,7,1:23.578,1:23.207,1:25.043,83578,83207,85043
3233,13,4,4,7,8,1:23.708,1:23.497,1:25.072,83708,83497,85072
3234,13,20,9,15,9,1:23.558,1:23.545,1:25.180,83558,83545,85180
3235,13,17,9,14,10,1:23.755,1:23.273,1:25.314,83755,83273,85314
3246,14,1,1,1,1,1:46.977,1:46.657,1:47.891,106977,106657,107891
3247,14,20,9,15,2,1:47.541,1:46.362,1:48.204,107541,106362,108204
3248,14,3,3,16,3,1:47.390,1:46.197,1:48.348,107390,106197,108348
3249,14,17,9,14,4,1:47.646,1:46.328,1:48.722,107646,106328,108722
3250,14,22,23,23,5,1:47.397,1:46.787,1:48.828,107397,106787,108828
3251,14,4,4,7,6,1:47.757,1:46.767,1:49.054,107757,106767,109054
3252,14,10,7,10,7,1:47.770,1:46.707,1:49.180,107770,106707,109180
3253,14,2,2,6,8,1:47.347,1:46.832,1:49.307,107347,106832,109307
3254,14,9,2,5,9,1:47.615,1:46.813,1:49.514,107615,106813,109514
3255,14,5,1,2,10,1:47.542,1:46.842,1:49.778,107542,106842,109778
3266,15,20,9,15,1,1:30.883,1:30.341,1:32.160,90883,90341,92160
3267,15,15,7,9,2,1:31.063,1:30.737,1:32.220,91063,90737,92220
3268,15,1,1,1,3,1:30.917,1:30.627,1:32.395,90917,90627,92395
3269,15,16,10,20,4,1:31.386,1:31.222,1:32.466,91386,91222,92466
3270,15,22,23,23,5,1:31.272,1:31.055,1:32.660,91272,91055,92660
3271,15,2,2,6,6,1:31.501,1:31.260,1:32.945,91501,91260,92945
3272,15,18,23,22,7,1:31.041,1:30.880,1:32.962,91041,90880,92962
3273,15,8,6,4,8,1:31.288,1:31.052,1:32.980,91288,91052,92980
3286,16,22,23,23,1,1:24.100,1:21.659,1:19.576,84100,81659,79576
3287,16,17,9,14,2,1:24.722,1:20.803,1:19.668,84722,80803,79668
3288,16,16,10,20,3,1:24.447,1:20.753,1:19.912,84447,80753,79912
3289,16,15,7,9,4,1:24.621,1:20.635,1:20.097,84621,80635,80097
3290,16,8,6,4,5,1:23.047,1:21.378,1:20.168,83047,81378,80168
3291,16,67,5,12,6,1:24.591,1:20.701,1:20.250,84591,80701,80250
3292,16,3,3,16,7,1:22.828,1:20.368,1:20.326,82828,80368,80326
3293,16,9,2,5,8,1:23.072,1:21.147,1:20.631,83072,81147,80631
3294,16,6,3,17,9,1:23.161,1:20.427,1:20.674,83161,80427,80674
3295,16,4,4,7,10,1:24.842,1:21.657,1:21.422,84842,81657,81422
3306,17,1,1,1,1,1:39.873,1:39.695,1:40.948,99873,99695,100948
3307,17,20,9,15,2,1:40.666,1:39.984,1:41.615,100666,99984,101615
3308,17,17,9,14,3,1:40.667,1:40.272,1:41.726,100667,100272,101726
3309,17,22,23,23,4,1:40.574,1:40.421,1:41.786,100574,100421,101786
3310,17,18,23,22,5,1:40.378,1:40.148,1:41.892,100378,100148,101892
3311,17,15,7,9,6,1:40.517,1:40.373,1:41.897,100517,100373,101897
3312,17,9,2,5,7,1:40.520,1:40.545,1:41.992,100520,100545,101992
3313,17,2,2,6,8,1:40.558,1:40.635,1:42.343,100558,100635,102343
3314,17,3,3,16,9,1:40.842,1:40.661,1:42.583,100842,100661,102583
3315,17,67,5,12,10,1:40.908,1:40.430,1:42.713,100908,100430,102713
3326,337,20,9,5,1,1:55.029,1:53.883,1:54.101,115029,113883,114101
3327,337,13,6,7,2,1:55.313,1:54.331,1:54.242,115313,114331,114242
3328,337,4,6,8,3,1:54.612,1:54.172,1:54.608,114612,114172,114608
3329,337,1,1,2,4,1:55.341,1:54.707,1:55.217,115341,114707,115217
3330,337,3,131,4,5,1:55.463,1:54.682,1:55.241,115463,114682,115241
3331,337,17,9,6,6,1:55.298,1:54.318,1:55.284,115298,114318,115284
3332,337,30,131,3,7,1:55.593,1:55.105,1:55.524,115593,115105,115524
3333,337,18,1,1,8,1:55.715,1:55.168,1:55.672,115715,115168,115672
3334,337,9,4,11,9,1:55.511,1:54.963,1:55.885,115511,114963,115885
3335,337,16,10,14,10,1:55.213,1:54.996,1:56.309,115213,114996,116309
3350,338,20,9,5,1,1:24.774,1:24.096,1:23.919,84774,84096,83919
3351,338,17,9,6,2,1:25.286,1:24.276,1:24.035,85286,84276,84035
3352,338,4,6,8,3,1:25.082,1:24.335,1:24.111,85082,84335,84111
3353,338,18,1,1,4,1:24.897,1:24.531,1:24.675,84897,84531,84675
3354,338,13,6,7,5,1:25.548,1:25.010,1:24.837,85548,85010,84837
3355,338,3,131,4,6,1:24.788,1:24.788,1:24.884,84788,84788,84884
3356,338,30,131,3,7,1:25.351,1:24.871,1:24.927,85351,84871,84927
3357,338,22,3,9,8,1:25.702,1:25.085,1:25.217,85702,85085,85217
3358,338,9,4,11,9,1:25.588,1:25.122,1:25.372,85588,85122,85372
3359,338,16,10,14,10,1:25.504,1:25.046,1:26.036,85504,85046,86036
